wo_id,tag_sap,wo_type,created_date,basic_start,basic_finish,actual_finish,status,short_text,long_text,planned_hours,actual_hours,crew,work_center,priority,ta_id
40000340,100-E-111,PM02,2025-04-06,2025-04-19,2025-04-21,2025-04-20,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lube condition on diesel product / BFW exchanger E-111. No abnormalities found, lubrication system intact and functioning properly. Equipment operating within normal parameters.",6.0,4.8,"1 inspector, 1 fitter",INSP,4,
40000341,100-FV-103,PM02,2025-04-06,2025-04-22,2025-04-23,2025-04-22,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-103 control valve on naphtha pumparound system. Verified valve response and signal accuracy within specified parameters. No leaks or mechanical issues detected during calibration. Equipment returned to service in normal operating condition.,2.9,3.5,1 instrument tech,INST,4,
40000342,100-H-101,PM02,2025-04-06,2025-04-21,2025-04-22,2025-04-23,CLSD,EXT INSP LUBE CONDITION,External inspection of lube system completed. No leaks or contamination found. Lubricant condition verified within acceptable limits. Equipment operating normally.,4.5,4.6,"1 inspector, 1 fitter",INSP,3,
40000343,100-D-102,PM02,2025-04-07,2025-04-18,2025-04-19,2025-04-18,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of kerosene stripper D-102. Checked lubrication points for condition and leaks. No abnormalities found; lubrication levels within specification. Equipment operating normally.,5.6,6.7,"1 inspector, 1 fitter",INSP,4,
40000344,100-D-103,PM02,2025-04-08,2025-04-19,2025-04-21,2025-04-22,CLSD,EXT INSP LUBE CONDITION,Performed external inspection and checked lube condition on Diesel Stripper D-103. No leaks or abnormalities found. Lubrication levels within normal range. Equipment operating healthy.,4.8,5.7,"1 inspector, 1 fitter",INSP,3,
40000345,100-E-103,PM02,2025-04-08,2025-04-20,2025-04-21,2025-04-21,CLSD,EXT INSP LUBE CONDITION,Conducted external inspection of lube condition on exchanger E-103. Noted slow fouling signs on heat transfer surfaces. No leaks or mechanical damage observed. Cleaning recommended during next shutdown.,5.1,4.7,"1 inspector, 1 fitter",INSP,4,
40000346,100-E-108,PM02,2025-04-11,2025-04-25,2025-04-26,2025-04-27,CLSD,EXT INSP LUBE CONDITION,Inspected external surfaces of overhead trim condenser E-108 for lubrication condition. Found all lubrication points properly greased with no signs of leakage or contamination. No abnormalities detected during inspection. Equipment remains in healthy condition.,7.7,7.5,"1 inspector, 1 fitter",INSP,3,
40000347,100-E-107,PM02,2025-04-12,2025-04-24,2025-04-25,2025-04-26,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lubrication system on overhead naphtha condenser E-107. Noted slow fouling affecting heat transfer efficiency. Cleaned accessible components and verified lube flow. No leaks or abnormalities found.,6.8,8.0,"1 inspector, 1 fitter",INSP,4,
40000348,100-P-105A,PM01,2025-05-16,2025-06-04,2025-06-07,2025-06-08,CLSD,REPL MECH SEAL,Seal leakage was observed on Naphtha product pump A (P-105A) during naphtha rundown. Seal pot level was low prior to replacement. Mechanical seal was replaced successfully. No further leaks detected after change-out.,9.7,10.1,2 fitters,MECH,1,
40000349,100-P-102A,PM02,2025-07-15,2025-08-01,2025-08-02,2025-08-01,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lubrication seal on Desalter water pump A (P-102A). Noted minor seal leakage; no immediate action required. Equipment operating within normal parameters during inspection.,3.0,3.7,"1 fitter, 1 inspector",MECH,4,
40000350,100-P-101A,PM02,2025-07-18,2025-07-28,2025-07-30,2025-07-29,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump A (P-101A). Inspected seal condition and mounting integrity. No abnormalities detected; vibration levels within acceptable range.,3.2,3.5,"1 fitter, 1 inspector",MECH,4,
40000351,100-P-103A,PM02,2025-07-21,2025-08-02,2025-08-04,2025-08-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump A (P-103A). Inspected lubrication and seal condition. No abnormalities detected. Equipment operating within normal parameters.,3.1,2.9,"1 fitter, 1 inspector",MECH,4,
40000352,100-P-105A,PM02,2025-07-22,2025-08-04,2025-08-05,2025-08-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal showed minor wear but no leaks observed. Equipment operating within normal parameters.,4.7,4.9,"1 fitter, 1 inspector",MECH,4,
40000353,100-FV-101,PM01,2025-08-13,2025-09-03,2025-09-06,2025-09-07,CLSD,REPACK VALVE STOP PASSING,Valve FV-101 was repacked due to internal leakage causing passing. Packing material replaced and gland tightened. Valve tested and confirmed leak-free after maintenance.,7.3,6.5,"1 fitter, 1 instrument tech",INST,1,
40000354,100-P-104B,PM02,2025-10-11,2025-11-04,2025-11-05,2025-11-04,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on atmospheric residue bottoms pump B (P-104B). No abnormalities detected, seal condition healthy. Equipment operating within normal parameters.",3.4,3.7,"1 fitter, 1 inspector",MECH,3,
40000355,100-P-104A,PM02,2025-10-14,2025-11-03,2025-11-05,2025-11-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of atmospheric residue bottoms pump P-104A. Seal condition verified healthy with no abnormalities detected. Equipment operated within normal parameters throughout inspection. No further action required.,3.6,3.5,"1 fitter, 1 inspector",MECH,3,
40000356,100-P-103B,PM02,2025-10-18,2025-11-03,2025-11-05,2025-11-06,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump B (P-103B). Lubrication applied to seal as per maintenance schedule. Inspected seal condition; no abnormalities found. Equipment operating within normal parameters.,3.6,3.7,"1 fitter, 1 inspector",MECH,3,
40000357,100-P-105B,PM02,2025-10-18,2025-11-05,2025-11-07,2025-11-07,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Naphtha product pump B during naphtha rundown. No abnormalities detected. Equipment operating within normal parameters.,3.4,2.8,"1 fitter, 1 inspector",MECH,3,
40000358,100-P-106B,PM02,2025-10-18,2025-11-06,2025-11-08,2025-11-07,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on pump P-106B. Inspected lubrication and seal condition. No abnormalities found, equipment operating within normal parameters.",3.9,4.7,"1 fitter, 1 inspector",MECH,4,
40000359,100-P-106A,PM02,2025-10-21,2025-11-05,2025-11-06,2025-11-05,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on pump P-106A. Inspected lubrication and mechanical seal condition. No abnormalities detected, equipment operating within normal parameters.",3.2,3.6,"1 fitter, 1 inspector",MECH,3,
40000360,100-P-101B,PM02,2025-10-22,2025-11-01,2025-11-02,2025-11-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on crude charge pump B. Inspected lube seal for leaks and wear. No abnormalities detected; equipment operating within normal parameters.,3.9,3.9,"1 fitter, 1 inspector",MECH,3,
40000361,100-P-102B,PM02,2025-10-22,2025-11-02,2025-11-03,2025-11-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of desalter water pump B (P-102B). No abnormal vibrations detected. Seal inspected and found in good condition. Equipment operating within normal parameters.,4.9,5.3,"1 fitter, 1 inspector",MECH,4,
40000362,100-P-101A,PM02,2026-01-09,2026-01-28,2026-01-30,2026-01-30,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on lube seal of crude charge pump P-101A. Inspected seal condition and lubrication status. No abnormal vibration detected. Seal integrity confirmed, no leaks observed.",4.5,5.2,"1 fitter, 1 inspector",MECH,4,
40000363,100-P-103A,PM02,2026-01-14,2026-02-02,2026-02-04,2026-02-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump A (P-103A). Inspected lubrication seal for wear and leaks. No abnormalities detected during inspection. Equipment operating within normal vibration limits.,4.6,3.9,"1 fitter, 1 inspector",MECH,4,
40000364,100-P-102A,PM02,2026-01-17,2026-02-01,2026-02-03,2026-02-02,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Desalter water pump A (P-102A). No abnormal vibrations detected. Seal showed minor wear but no leakage. Equipment operating within normal parameters.,4.8,4.9,"1 fitter, 1 inspector",MECH,3,
40000365,100-P-105A,PM02,2026-01-19,2026-02-04,2026-02-06,2026-02-06,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Naphtha product pump A (P-105A) during naphtha rundown. No abnormalities detected; seal integrity confirmed. Equipment operated within normal parameters throughout service.,4.9,6.0,"1 fitter, 1 inspector",MECH,3,
40000366,100-LV-101,PM02,2026-02-22,2026-03-07,2026-03-09,2026-03-08,CLSD,CALIBRATE CONTROL VALVE,Calibrated LV-101 control valve for overhead accumulator level. Verified signal response and adjusted setpoints to maintain stable level control. Valve operated within normal parameters after calibration. No abnormalities detected.,3.8,4.7,1 instrument tech,INST,3,
40000367,100-LV-102,PM02,2026-02-25,2026-03-08,2026-03-10,2026-03-10,CLSD,CALIBRATE CONTROL VALVE,Calibrated column bottoms level control valve LV-102 to ensure accurate level regulation. Verified valve response and adjusted setpoints as required. Equipment operating within normal parameters.,2.1,2.1,1 instrument tech,INST,4,
40000368,100-PV-102,PM02,2026-02-26,2026-03-12,2026-03-13,2026-03-13,CLSD,CALIBRATE CONTROL VALVE,Calibrated fuel gas pressure control valve PV-102 as scheduled. Verified setpoints and adjusted actuator response for optimal performance. Valve operated within specified parameters during final testing. No abnormalities detected.,2.4,2.6,1 instrument tech,INST,3,
40000369,100-PV-101,PM02,2026-02-28,2026-03-11,2026-03-13,2026-03-14,CLSD,CALIBRATE CONTROL VALVE,Calibrated column overhead pressure control valve PV-101 as per schedule. Verified setpoints and response times within acceptable limits. No abnormalities detected during calibration. Valve functioning healthy and stable.,2.0,2.1,1 instrument tech,INST,4,
40000370,100-TV-101,PM02,2026-03-01,2026-03-15,2026-03-17,2026-03-17,CLSD,CALIBRATE CONTROL VALVE,Calibrated desalter temperature control valve TV-101 to ensure accurate temperature regulation. Verified valve response and adjusted setpoints as required. Valve operated within specified parameters after calibration.,2.8,2.6,1 instrument tech,INST,3,
40000371,100-V-101,PM02,2026-03-19,2026-04-10,2026-04-11,2026-04-11,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lube system on Electrostatic desalter V-101. Checked for leaks, contamination, and proper oil level. No abnormalities found; lubrication condition within normal parameters.",7.0,6.6,"1 inspector, 1 fitter",INSP,3,
40000372,100-C-101,PM02,2026-03-23,2026-04-16,2026-04-17,2026-04-18,CLSD,EXT INSP LUBE CONDITION,External inspection of lubrication system completed. No leaks or contamination found. Bearings and seals showed normal wear. Lubricant levels and condition within acceptable limits.,5.3,5.0,"1 inspector, 1 fitter",INSP,3,
40000373,100-E-110,PM02,2026-03-25,2026-04-18,2026-04-19,2026-04-19,CLSD,EXT INSP LUBE CONDITION,"External inspection of kerosene stripper reboiler completed. Lube condition checked; no abnormalities found. Wall thickness measured, minor loss within acceptable limits. No leaks or damage detected.",5.6,5.5,"1 inspector, 1 fitter",INSP,3,
40000374,100-D-101,PM02,2026-03-26,2026-04-17,2026-04-19,2026-04-18,CLSD,EXT INSP LUBE CONDITION,External inspection of overhead reflux drum D-101 completed. Lube condition checked and found within acceptable parameters. No abnormalities detected during inspection. Equipment confirmed healthy and operational.,7.5,6.8,"1 inspector, 1 fitter",INSP,4,
40000375,100-D-102,PM02,2026-03-28,2026-04-18,2026-04-20,2026-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of kerosene stripper D-102 focusing on lubrication condition. Found all lubrication points clean and adequately greased. No leaks or contamination detected. Equipment operating within normal parameters.,7.5,6.8,"1 inspector, 1 fitter",INSP,4,
40000376,100-E-111,PM02,2026-03-28,2026-04-19,2026-04-20,2026-04-19,CLSD,EXT INSP LUBE CONDITION,"External inspection of lube condition completed on Diesel product / BFW exchanger (E-111). No abnormalities detected, lubrication system operating within normal parameters. Equipment confirmed healthy and fully functional.",5.3,4.4,"1 inspector, 1 fitter",INSP,3,
40000377,100-P-101A,PM01,2026-03-29,2026-04-09,2026-04-10,2026-04-09,CLSD,REPL BRG DE COUPLE,"High vibration detected on crude charge pump A before bearing replacement. Replaced bearing on coupling as planned. Vibration readings dropped significantly after the job, confirming successful repair. Equipment operating within normal parameters post-maintenance.",12.2,12.8,"2 fitters, 1 millwright",MECH,1,
40000378,100-FV-102,PM02,2026-03-30,2026-04-21,2026-04-23,2026-04-23,CLSD,CALIBRATE CONTROL VALVE,Calibrated stripping steam flow control valve FV-102 to ensure accurate response and stable operation. Verified signal accuracy and adjusted actuator as needed. Valve function confirmed within specified parameters.,2.9,2.8,1 instrument tech,INST,3,
40000379,100-FV-103,PM02,2026-03-30,2026-04-22,2026-04-24,2026-04-23,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-103 control valve on naphtha pumparound line. Verified actuator response and signal accuracy. Valve operated within specified parameters after adjustment. No leaks or mechanical issues detected.,3.0,2.9,1 instrument tech,INST,3,
40000380,100-D-104,PM02,2026-04-02,2026-04-20,2026-04-21,2026-04-21,CLSD,EXT INSP LUBE CONDITION,External inspection of residue flash drum lube system completed. No leaks or abnormalities found. Lubrication condition verified as healthy. Equipment operating within normal parameters.,6.5,5.3,"1 inspector, 1 fitter",INSP,4,
40000381,100-D-103,PM02,2026-04-04,2026-04-19,2026-04-20,2026-04-19,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection and lubrication of Diesel Stripper D-103. No abnormalities found, lubrication points serviced as per schedule. Equipment operating within normal parameters.",7.9,9.5,"1 inspector, 1 fitter",INSP,4,
40000382,100-E-102,PM02,2026-04-04,2026-04-19,2026-04-21,2026-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude preheat exchanger E-102. Noted signs of fast fouling impacting heat transfer efficiency. Cleaned and verified lubrication system integrity. Equipment returned to service without leaks or abnormalities.,5.4,4.3,"1 inspector, 1 fitter",INSP,3,
40000383,100-E-103,PM02,2026-04-04,2026-04-20,2026-04-21,2026-04-22,CLSD,EXT INSP LUBE CONDITION,External inspection performed on lube condition of crude/kerosene pumparound preheat exchanger #3. No abnormalities detected. Lubrication system clean and functioning within normal parameters. No leaks or contamination observed.,7.6,6.2,"1 inspector, 1 fitter",INSP,4,
40000384,100-E-101,PM02,2026-04-05,2026-04-18,2026-04-20,2026-04-20,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lubrication system on E-101 crude preheat exchanger. Found no leaks or contamination. Lubricant condition within normal parameters. Equipment operating as expected with no abnormalities noted.,7.3,8.0,"1 inspector, 1 fitter",INSP,3,
40000385,100-E-105,PM02,2026-04-05,2026-04-22,2026-04-24,2026-04-23,CLSD,EXT INSP LUBE CONDITION,External inspection of lube condition completed on crude/AGO preheat exchanger #5. No abnormalities detected. Equipment operating within normal parameters. No further action required.,4.4,5.1,"1 inspector, 1 fitter",INSP,4,
40000386,100-E-107,PM02,2026-04-05,2026-04-24,2026-04-26,2026-04-27,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on overhead naphtha condenser E-107. Noted slow fouling on condenser surfaces. Cleaned accessible areas and verified no leaks or damage. Equipment returned to service.,4.3,5.2,"1 inspector, 1 fitter",INSP,3,
40000387,100-E-108,PM02,2026-04-05,2026-04-25,2026-04-27,2026-04-28,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lubrication system on overhead trim condenser E-108. Verified oil levels and checked for leaks. No abnormalities detected, lubrication condition healthy. Equipment operating within normal parameters.",7.1,7.0,"1 inspector, 1 fitter",INSP,3,
40000388,100-E-112,PM02,2026-04-07,2026-04-20,2026-04-21,2026-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube system on residue rundown cooler E-112. No leaks or abnormalities found. Lubrication condition verified as healthy and within operational parameters. Equipment ready for continued service.,6.3,6.3,"1 inspector, 1 fitter",INSP,3,
40000389,100-FV-101,PM02,2026-04-08,2026-04-20,2026-04-22,2026-04-21,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-101 control valve on crude charge line. Verified valve response and adjusted setpoints to specifications. Confirmed proper operation with no leaks or anomalies.,3.3,3.0,1 instrument tech,INST,4,
40000390,100-E-104,PM02,2026-04-10,2026-04-21,2026-04-23,2026-04-22,CLSD,EXT INSP LUBE CONDITION,External inspection performed on lube condition of crude/diesel pumparound preheat exchanger #4 (E-104). No abnormalities detected. Lubrication levels and quality within acceptable limits. Equipment operating normally.,4.7,4.9,"1 inspector, 1 fitter",INSP,4,
40000391,100-H-101,PM02,2026-04-10,2026-04-21,2026-04-22,2026-04-23,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of crude fired heater H-101. Checked lube oil condition; no contamination or leaks found. Equipment operated within normal parameters during inspection. No abnormalities detected.,7.0,8.1,"1 inspector, 1 fitter",INSP,3,
40000392,100-E-106,PM02,2026-04-13,2026-04-23,2026-04-25,2026-04-24,CLSD,EXT INSP LUBE CONDITION,External inspection of lube condition completed on crude preheat exchanger #6 cold end. No abnormalities detected. Equipment operating within normal parameters.,5.0,5.2,"1 inspector, 1 fitter",INSP,3,
40000393,100-E-109,PM02,2026-04-16,2026-04-26,2026-04-28,2026-04-29,CLSD,EXT INSP LUBE CONDITION,"External inspection of lube condition completed on Naphtha/crude exchanger E-109. Minor deposits observed, no immediate action required. Equipment operating within normal parameters. Monitoring to continue during next scheduled maintenance.",5.0,5.9,"1 inspector, 1 fitter",INSP,3,
40000394,100-P-102A,PM01,2026-05-08,2026-05-20,2026-05-22,2026-05-23,CLSD,REPL MECH SEAL,Seal leakage observed on Desalter water pump A (P-102A) with seal pot level dropping below acceptable limits. Mechanical seal was replaced to restore proper sealing. Post-replacement checks confirmed no further leakage.,9.8,8.2,2 fitters,MECH,1,
40000395,100-P-101B,PM02,2026-06-20,2026-07-14,2026-07-16,,REL,VIB CHECK LUBE SEAL INSP,Perform vibration check on pump P-101B to assess operational stability. Inspect lube seal for signs of wear or leakage. Document findings and plan corrective actions if abnormalities are detected.,3.6,,"1 fitter, 1 inspector",MECH,3,
40000396,100-FV-101,PM01,2026-07-01,2026-07-21,2026-07-23,,OPEN,REPACK VALVE STOP PASSING,"Valve FV-101 is currently passing and requires repacking to restore proper sealing. Plan to dismantle valve bonnet, remove old packing, and install new packing material. Will test valve operation after repacking to confirm leak elimination.",12.0,,"1 fitter, 1 instrument tech",INST,1,
40000397,100-P-106A,PM02,2026-07-05,2026-07-23,2026-07-24,,OPEN,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal for leaks and wear. Monitoring pump condition to ensure proper operation during diesel rundown. Further lubrication adjustments planned based on inspection results.,3.4,,"1 fitter, 1 inspector",MECH,4,
40000398,100-P-105A,PM02,2026-07-14,2026-08-04,2026-08-05,2026-08-04,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on Naphtha product pump A (P-105A) during naphtha rundown. No abnormalities detected, seal integrity confirmed. Equipment operated within normal parameters throughout service.",4.1,4.0,"1 fitter, 1 inspector",MECH,3,
40000399,100-P-101A,PM02,2026-07-15,2026-07-28,2026-07-29,2026-07-30,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump P-101A. No abnormal vibration detected. Seal inspected and found in good condition. Equipment operating within normal parameters.,3.0,3.0,"1 fitter, 1 inspector",MECH,4,
40000400,100-P-103A,PM02,2026-07-17,2026-08-02,2026-08-04,2026-08-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump P-103A. Inspected lubrication and seal condition. No abnormalities detected. Equipment operating within normal parameters.,5.0,4.5,"1 fitter, 1 inspector",MECH,3,
40000401,100-E-111,PM02,2026-07-18,2026-08-01,2026-08-02,,REL,EXT INSP LUBE CONDITION,"External inspection of lube oil system planned for diesel product / BFW exchanger E-111. Checking oil levels, condition, and potential leaks. Scheduled to verify pump operation and lubrication points. Further action based on inspection findings.",6.1,,"1 inspector, 1 fitter",INSP,3,
40000402,100-P-102A,PM02,2026-07-18,2026-08-01,2026-08-02,2026-08-02,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of desalter water pump A (P-102A). Inspected seal for leaks and wear. No abnormalities detected during inspection. Equipment operating within normal parameters.,3.6,3.9,"1 fitter, 1 inspector",MECH,4,
40000403,100-P-103B,PM02,2026-07-18,2026-08-03,2026-08-04,2026-08-05,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on overhead reflux pump B. Lubricated seal as per maintenance schedule. Inspected seal condition, found no abnormalities. Equipment operating within normal parameters.",3.5,4.2,"1 fitter, 1 inspector",MECH,3,
40000404,100-P-105B,PM02,2026-07-21,2026-08-05,2026-08-07,2026-08-08,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on Naphtha product pump B during naphtha rundown. No abnormalities detected, equipment operating within normal parameters. Seal condition verified healthy, no leaks observed.",3.8,4.4,"1 fitter, 1 inspector",MECH,4,
40000405,100-P-101B,PM02,2026-07-22,2026-08-01,2026-08-03,2026-08-03,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on crude charge pump B. Inspected lube seal for leaks and wear. No abnormalities found, equipment operating within normal parameters.",3.1,3.4,"1 fitter, 1 inspector",MECH,3,
40000406,100-P-102B,PM02,2026-07-22,2026-08-02,2026-08-03,2026-08-02,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lubrication seal on Desalter water pump B (P-102B). No abnormalities detected. Equipment operating within normal parameters.,4.5,5.3,"1 fitter, 1 inspector",MECH,4,
40000407,100-P-104B,PM02,2026-07-22,2026-08-04,2026-08-06,2026-08-06,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lubrication seal on atmospheric residue bottoms pump B (P-104B). No abnormalities detected. Equipment operating within normal parameters. Maintenance completed as scheduled.,4.1,4.8,"1 fitter, 1 inspector",MECH,3,
40000408,100-P-104A,PM02,2026-07-24,2026-08-03,2026-08-05,2026-08-05,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on lube seal of atmospheric residue bottoms pump A (P-104A). Seal showed normal vibration levels, no abnormalities detected. Equipment operated within standard parameters throughout inspection. No further action required.",4.6,5.4,"1 fitter, 1 inspector",MECH,4,
40000409,100-P-106A,PM02,2026-07-24,2026-08-05,2026-08-07,2026-08-08,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Diesel product pump A (P-106A). No abnormalities detected. Equipment operating within normal parameters.,3.1,2.6,"1 fitter, 1 inspector",MECH,3,
40000410,100-LV-101,PM02,2026-07-27,2026-08-10,2026-08-12,,OPEN,CALIBRATE CONTROL VALVE,Planned calibration of LV-101 to ensure accurate level control in overhead accumulator. Verify valve response and adjust setpoints as required. Monitor system feedback during calibration process.,3.0,,1 instrument tech,INST,4,
40000411,100-P-106B,PM02,2026-07-27,2026-08-06,2026-08-08,2026-08-08,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on diesel product pump B (P-106B). No abnormalities detected, equipment operating within normal parameters. Maintenance completed as scheduled.",4.6,4.4,"1 fitter, 1 inspector",MECH,4,
