insp_id,tag_dwg,insp_date,insp_type,finding_text,fouling_pct,wall_min_mm,vib_mm_s,severity,recommendation,next_insp_due
INS-2020-0094,101-P-004B,2020-07-20,VIBRATION,The atmospheric residue bottoms pump B (P-104B) was inspected for vibration on 2020-07-20. Vibration readings recorded were 3.25 mm/s. The pump is in column bottoms service. The most recent related work order involved vibration check and lubrication seal inspection.,,,2.38,LOW,No action,2020-10-19
INS-2020-0095,101-P-005A,2020-07-20,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2020-07-20. The vibration reading recorded was 2.71 mm/s. The pump is in naphtha rundown service. Previous maintenance included replacement of the mechanical seal.,,,0.55,LOW,No action,2020-10-19
INS-2020-0096,101-P-002B,2020-07-21,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2020-07-21. Vibration reading recorded at 3.0 mm/s. No abnormalities observed in the vibration levels during the inspection.,,,2.38,LOW,No action,2020-10-20
INS-2020-0097,101-P-003A,2020-07-21,VIBRATION,Overhead reflux pump A (P-103A) was inspected on 2020-07-21 for vibration levels. The measured vibration amplitude was 2.48 mm/s. The inspection was conducted in the column overhead reflux service as per drawing 101-P-003A. The most recent related work order was for vibration check and lubrication seal inspection.,,,0.56,LOW,No action,2020-10-20
INS-2020-0098,101-P-005B,2020-07-21,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2020-07-21. Vibration levels measured at 2.6 mm/s. The equipment is operating within expected parameters. No abnormal vibration detected during the inspection.,,,2.4,LOW,No action,2020-10-20
INS-2020-0099,101-P-006A,2020-07-21,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2020-07-21. Vibration readings were recorded at 2.8 mm/s. The equipment was observed to be operating within normal parameters during the diesel rundown service. No abnormal noise or visual defects were noted at the time of inspection.,,,0.56,LOW,No action,2020-10-20
INS-2020-0100,101-P-003B,2020-07-22,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2020-07-22. Vibration amplitude measured 1.86 mm/s. The pump is in column overhead reflux service as per drawing 101-P-003B. No abnormalities were observed during the inspection.,,,2.52,LOW,No action,2020-10-21
INS-2020-0101,101-P-004A,2020-07-22,VIBRATION,The Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2020-07-22. Vibration readings recorded 3.1 mm/s. The pump is in column bottoms service as per drawing 101-P-004A. The most recent work order involved a vibration check and lubrication seal inspection.,,,0.54,LOW,No action,2020-10-21
INS-2020-0102,101-P-006B,2020-07-22,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2020-07-22. The vibration reading recorded was 3.13 mm/s. The inspection was conducted in the diesel rundown service as per drawing 101-P-006B. No abnormalities were observed during the vibration check of the lube seal.,,,2.36,LOW,No action,2020-10-21
INS-2020-0103,101-P-001A,2020-08-02,VIBRATION,The vibration measurement for Crude Charge Pump A (P-101A) was recorded at 3.47 mm/s during the inspection on 2020-08-02. The equipment is operating in crude charge to heater service as per drawing 101-P-001A. The reading was taken following a vibration check and lubrication seal inspection. No abnormal vibration levels were noted at the time of inspection.,,,0.54,LOW,No action,2020-11-01
INS-2020-0104,101-PSV-101,2020-10-09,PSV_TEST,The column overhead pressure safety valve (PSV-101) was inspected on 2020-10-09. The valve is installed on the column overhead protection line as per drawing 101-PSV-101. Visual inspection showed the valve body and connections to be intact with no signs of leakage or corrosion. No numeric test readings were recorded during this inspection.,,,,LOW,No action — certified,2027-03-01
INS-2020-0105,101-PSV-103,2020-10-09,PSV_TEST,The desalter pressure safety valve (PSV-103) was inspected on 2020-10-09. Visual examination showed the valve and associated piping in good condition with no signs of corrosion or leakage. Functional testing was performed with no abnormalities observed. No numeric readings were recorded during this inspection.,,,,LOW,No action — certified,2027-03-01
INS-2020-0106,101-PSV-102,2020-10-10,PSV_TEST,"The pressure safety valve PSV-102 on the fired heater tube, serving heater pass protection, was inspected on 2020-10-10. The PSV_TEST was performed with no numeric readings recorded. The valve appeared intact with no visible signs of damage or leakage.",,,,LOW,No action — certified,2027-03-01
INS-2020-0107,101-PSV-104,2020-10-10,PSV_TEST,"The reflux drum pressure safety valve (PSV-104) was inspected on 2020-10-10. The valve was visually examined and no signs of corrosion, leakage, or mechanical damage were observed. The valve seat and disc appeared intact with no visible deformation. No numeric test readings were recorded during this inspection.",,,,LOW,No action — certified,2027-03-01
INS-2020-0108,101-PSV-105,2020-10-11,PSV_TEST,The kerosene stripper pressure safety valve (PSV-105) was inspected on 2020-10-11 as part of the PSV_POP TEST CERT. The valve was visually examined and found to be intact with no signs of external damage or leakage. No numeric readings were recorded during the inspection. The valve appeared to be properly installed and in good condition for kerosene stripper protection service.,,,,LOW,No action — certified,2027-03-01
INS-2020-0109,101-PSV-106,2020-10-12,PSV_TEST,The residue flash drum pressure safety valve (PSV-106) was inspected on 2020-10-12 as part of the PSV pop test certification. The valve was observed to be intact with no visible signs of damage or corrosion. No numeric readings were recorded during the inspection. The valve appeared properly installed and free from external leaks.,,,,LOW,No action — certified,2027-03-01
INS-2020-0110,101-C-001,2020-10-22,INTERNAL,"Internal inspection of atmospheric distillation column C-101 revealed trays in good condition with no visible signs of corrosion, deformation, or fouling. The tray decks and downcomers appeared clean and intact. No leaks or structural damages were observed during the inspection.",,,,LOW,No action,2021-10-22
INS-2020-0111,101-D-004,2020-10-22,INTERNAL,"Internal inspection of residue flash drum D-104 (drawing 101-D-004) conducted on 2020-10-22 revealed no visible signs of corrosion, pitting, or mechanical damage. The interior surfaces appeared clean and free from deposits or scaling. No leaks or cracks were observed at weld joints or nozzle connections. Overall condition of the internal components was consistent with routine maintenance standards.",,,,LOW,No action,2021-10-22
INS-2020-0112,101-E-003,2020-10-22,INTERNAL,Internal inspection of crude/kerosene pumparound preheat exchanger #3 (E-103) conducted on 2020-10-22 revealed fouling accumulation measured at 3.8%. The exchanger surfaces exhibited moderate deposits consistent with fouling in the crude preheat and kerosene pumparound service. No significant corrosion or mechanical damage was observed during the inspection. The condition aligns with typical operational fouling levels for this unit.,3.8,,,LOW,No action,2021-10-22
INS-2020-0113,101-E-007,2020-10-22,INTERNAL,Internal inspection of overhead naphtha condenser E-107 revealed a fouling level of 3.5%. The condenser surfaces showed early signs of deposit accumulation consistent with slow fouling. No significant corrosion or mechanical damage was observed during the inspection. The unit was clean and dry at the time of examination.,3.5,,,LOW,No action,2021-10-22
INS-2020-0114,101-E-012,2020-10-22,INTERNAL,Internal inspection of residue rundown cooler E-112 (drawing 101-E-012) conducted on 2020-10-22 revealed a fouling level of 2.5%. The cooler is in atmospheric residue rundown service. No significant deposits or damage were observed during the inspection.,2.5,,,LOW,No action,2021-10-22
INS-2020-0115,101-D-003,2020-10-23,INTERNAL,"The internal inspection of Diesel Stripper D-103 was conducted on 2020-10-23. The vessel interior appeared clean with no visible corrosion, deposits, or mechanical damage. No abnormalities or defects were observed on the internal surfaces or structural components. The previous cleaning work order was confirmed by the condition observed.",,,,LOW,No action,2021-10-23
INS-2020-0116,101-E-002,2020-10-23,INTERNAL,Internal inspection of crude/atmospheric residue preheat exchanger #2 (E-102) conducted on 2020-10-23 revealed a fouling percentage of 2.9%. The exchanger was found in crude preheat service. The inspection was performed following the TA OPEN CLEAN INSPECT RGKT work order.,2.9,,,LOW,No action,2021-10-23
INS-2020-0117,101-E-006,2020-10-23,INTERNAL,Internal inspection of crude/atmospheric residue preheat exchanger #6 (E-106) conducted on 2020-10-23 revealed a fouling level of 3.7% at the cold end. The exchanger surfaces showed moderate deposit accumulation consistent with early-stage fouling. The inspection was performed following the TA OPEN CLEAN INSPECT RGKT work order. No significant corrosion or mechanical damage was observed during the internal examination.,3.7,,,LOW,No action,2021-10-23
INS-2020-0118,101-E-011,2020-10-23,INTERNAL,Internal inspection of the Diesel product / BFW exchanger (E-111) conducted on 2020-10-23 revealed a fouling percentage of 2.0%. The exchanger surfaces appeared clean with minimal deposits observed. No significant corrosion or mechanical damage was detected during the inspection.,2.0,,,LOW,No action,2021-10-23
INS-2020-0119,101-E-001,2020-10-24,INTERNAL,"Internal inspection of crude/atmospheric residue preheat exchanger #1 (E-101) conducted on 2020-10-24 revealed a fouling level of 3.7%. The exchanger is in crude preheat service on the hot end. The recent work order involved opening, cleaning, and inspecting the unit.",3.7,,,LOW,No action,2021-10-24
INS-2020-0120,101-E-009,2020-10-24,INTERNAL,"Internal inspection of Naphtha/Crude Interchanger (E-109, drawing 101-E-009) conducted on 2020-10-24 revealed fouling accumulation measured at 3.8%. The fouling was observed predominantly on the crude side tubes. No significant corrosion or mechanical damage was noted during the inspection. The unit remains in service with minor fouling present.",3.8,,,LOW,No action,2021-10-24
INS-2020-0121,101-E-010,2020-10-24,INTERNAL,Internal inspection of kerosene stripper reboiler (E-110) on 2020-10-24 revealed a fouling percentage of 2.8%. The reboiler surfaces exhibited minor deposits consistent with normal service conditions. No significant wall loss or corrosion was observed during the inspection.,2.8,,,LOW,No action,2021-10-24
INS-2020-0122,101-E-015,2020-10-24,INTERNAL,Internal inspection of crude/AGO product preheat exchanger #5 (E-105) conducted on 2020-10-24 revealed a fouling level of 2.1%. The exchanger surfaces showed minor deposits consistent with early-stage fouling. No significant corrosion or mechanical damage was observed during the inspection.,2.1,,,LOW,No action,2021-10-24
INS-2020-0123,101-V-001,2020-10-24,INTERNAL,Internal inspection of Electrostatic Desalter V-101 revealed moderate wall thinning in the lower section of the vessel. No significant corrosion or pitting was observed on the internal surfaces. The internals appeared clean following the recent turnaround maintenance. No numeric thickness readings were recorded during this inspection.,,,,LOW,No action,2021-10-24
INS-2020-0124,103-D-012,2020-10-24,INTERNAL,"The internal inspection of the kerosene stripper (D-102) was conducted on 2020-10-24. Visual examination revealed clean internals with no signs of corrosion, fouling, or mechanical damage. No abnormal deposits or wear were observed on the stripping trays and packing. The vessel's internal surfaces appeared intact and well-maintained.",,,,LOW,No action,2021-10-24
INS-2020-0125,101-D-001,2020-10-25,INTERNAL,"The internal inspection of the overhead reflux drum (D-101) was conducted on 2020-10-25. The vessel showed no signs of corrosion, pitting, or mechanical damage. The internal surfaces were clean following the recent maintenance activity. No deposits or foreign materials were observed within the drum.",,,,LOW,No action,2021-10-25
INS-2020-0126,101-E-004,2020-10-25,INTERNAL,"Internal inspection of crude/diesel pumparound preheat exchanger #4 (E-104) conducted on 2020-10-25 revealed a fouling level of 2.0%. The exchanger surfaces showed minor deposits consistent with early-stage fouling. No significant corrosion or mechanical damage was observed during the inspection. The inspection was performed following the work order for open, clean, and inspect activities.",2.0,,,LOW,No action,2021-10-25
INS-2020-0127,101-E-008A,2020-10-25,INTERNAL,Internal inspection of the overhead trim condenser (E-108) revealed a fouling percentage of 3.6%. The two-bundle configuration showed no visible damage or corrosion. Tube surfaces appeared generally clean with minor deposits consistent with the fouling reading. No leaks or mechanical issues were observed during the inspection.,3.6,,,LOW,No action,2021-10-25
